IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
156086176,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,04/06/2015,18:30,SOUTHERN,NONE,100 Block of TOWNSEND ST,-122.390747101617,37.7803556642385,"(37.7803556642385, -122.390747101617)",15608617606224
156083780,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/06/2015,18:30,PARK,NONE,1900 Block of FULTON ST,-122.448469947604,37.7756033970536,"(37.7756033970536, -122.448469947604)",15608378006244
150302259,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,04/06/2015,18:26,MISSION,NONE,VALENCIA ST / 25TH ST,-122.420506814667,37.7505052869191,"(37.7505052869191, -122.420506814667)",15030225919090
150302378,ASSAULT,BATTERY,Monday,04/06/2015,18:25,PARK,NONE,DIVISADERO ST / EDDY ST,-122.438928631199,37.7805874490401,"(37.7805874490401, -122.438928631199)",15030237804134
150301944,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Monday,04/06/2015,18:01,CENTRAL,NONE,600 Block of CHESTNUT ST,-122.414077045538,37.8037038923979,"(37.8037038923979, -122.414077045538)",15030194411012
150301944,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,04/06/2015,18:01,CENTRAL,NONE,600 Block of CHESTNUT ST,-122.414077045538,37.8037038923979,"(37.8037038923979, -122.414077045538)",15030194406302
156083796,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/06/2015,18:00,PARK,NONE,WALLER ST / SCOTT ST,-122.43518532664,37.7705485096095,"(37.7705485096095, -122.43518532664)",15608379606244
150302691,MISSING PERSON,MISSING ADULT,Monday,04/06/2015,18:00,SOUTHERN,NONE,0 Block of DORE ST,-122.413045971966,37.7738617771611,"(37.7738617771611, -122.413045971966)",15030269174000
150303724,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,04/06/2015,18:00,INGLESIDE,NONE,ONONDAGA AV / MISSION ST,-122.437461502349,37.7211650807414,"(37.7211650807414, -122.437461502349)",15030372407021
150303611,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,04/06/2015,18:00,INGLESIDE,NONE,1400 Block of SOMERSET ST,-122.402419910628,37.7141098299563,"(37.7141098299563, -122.402419910628)",15030361171010
150302306,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/06/2015,18:00,NORTHERN,NONE,POLK ST / JACKSON ST,-122.421406974022,37.7941418920108,"(37.7941418920108, -122.421406974022)",15030230606244
150302691,MISSING PERSON,FOUND PERSON,Monday,04/06/2015,18:00,SOUTHERN,NONE,0 Block of DORE ST,-122.413045971966,37.7738617771611,"(37.7738617771611, -122.413045971966)",15030269175000
150303542,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,04/06/2015,18:00,RICHMOND,NONE,CLEMENT ST / 12TH AV,-122.468705276697,37.7827502637918,"(37.7827502637918, -122.468705276697)",15030354207021
150303489,LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",Monday,04/06/2015,18:00,CENTRAL,NONE,2700 Block of TAYLOR ST,-122.415779604384,37.8077454262076,"(37.8077454262076, -122.415779604384)",15030348926145
156083542,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/06/2015,18:00,NORTHERN,NONE,300 Block of OCTAVIA ST,-122.424508536202,37.7755247155908,"(37.7755247155908, -122.424508536202)",15608354206244
150302691,NON-CRIMINAL,CASE CLOSURE,Monday,04/06/2015,18:00,SOUTHERN,NONE,0 Block of DORE ST,-122.413045971966,37.7738617771611,"(37.7738617771611, -122.413045971966)",15030269175030
150301819,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,04/06/2015,18:00,TARAVAL,NONE,3600 Block of TARAVAL ST,-122.505162046753,37.7416851422034,"(37.7416851422034, -122.505162046753)",15030181904014
150316222,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,04/06/2015,18:00,TARAVAL,NONE,1400 Block of ULLOA ST,-122.471804149289,37.7414118006317,"(37.7414118006317, -122.471804149289)",15031622209029
150303489,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,04/06/2015,18:00,CENTRAL,NONE,2700 Block of TAYLOR ST,-122.415779604384,37.8077454262076,"(37.8077454262076, -122.415779604384)",15030348909320
150301728,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,04/06/2015,17:55,BAYVIEW,"ARREST, BOOKED",PALOU AV / QUINT ST,-122.396516726913,37.7371564713337,"(37.7371564713337, -122.396516726913)",15030172865016
150303934,LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,04/06/2015,17:45,SOUTHERN,NONE,300 Block of 1ST ST,-122.393618881148,37.7866889256218,"(37.7866889256218, -122.393618881148)",15030393406313
150301740,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,04/06/2015,17:45,MISSION,"ARREST, BOOKED",2600 Block of 23RD ST,-122.405968218086,37.7543612746695,"(37.7543612746695, -122.405968218086)",15030174065015
150301831,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,04/06/2015,17:45,CENTRAL,NONE,400 Block of GREENWICH ST,-122.407065062609,37.8025608394002,"(37.8025608394002, -122.407065062609)",15030183164020
150301784,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,04/06/2015,17:44,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.419520367886,37.764228935718,"(37.764228935718, -122.419520367886)",15030178462050
159001482,DRUG/NARCOTIC,POSSESSION OF OPIUM DERIVATIVE,Monday,04/06/2015,17:41,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15900148216310
159001482,WARRANTS,WARRANT ARREST,Monday,04/06/2015,17:41,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15900148263010
159001482,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,04/06/2015,17:41,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15900148216710
156086182,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,04/06/2015,17:30,SOUTHERN,NONE,HARRISON ST / 5TH ST,-122.401846367522,37.7790324136251,"(37.7790324136251, -122.401846367522)",15608618206372
150301966,FAMILY OFFENSES,"CHILDREN, ABANDONMENT & NEGLECT OF (GENERAL)",Monday,04/06/2015,17:30,RICHMOND,"ARREST, BOOKED",1000 Block of POINTLOBOS AV,-122.513642064265,37.7784692199467,"(37.7784692199467, -122.513642064265)",15030196615051
150303627,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,04/06/2015,17:30,INGLESIDE,NONE,RUTLAND ST / CAMPBELL AV,-122.406189554772,37.7152446893193,"(37.7152446893193, -122.406189554772)",15030362707021
150301966,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,04/06/2015,17:30,RICHMOND,"ARREST, BOOKED",1000 Block of POINTLOBOS AV,-122.513642064265,37.7784692199467,"(37.7784692199467, -122.513642064265)",15030196619090
150301966,MISSING PERSON,MISSING JUVENILE,Monday,04/06/2015,17:30,RICHMOND,"ARREST, BOOKED",1000 Block of POINTLOBOS AV,-122.513642064265,37.7784692199467,"(37.7784692199467, -122.513642064265)",15030196674010
150301778,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,04/06/2015,17:25,TENDERLOIN,NONE,OFARRELL ST / POWELL ST,-122.408040474858,37.7864094033618,"(37.7864094033618, -122.408040474858)",15030177806114
150301671,WARRANTS,WARRANT ARREST,Monday,04/06/2015,17:19,TENDERLOIN,"ARREST, BOOKED",200 Block of GOLDEN GATE AV,-122.414302052544,37.781863316866,"(37.781863316866, -122.414302052544)",15030167163010
150301762,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Monday,04/06/2015,17:15,CENTRAL,"ARREST, BOOKED",LOMBARD ST / LEAVENWORTH ST,-122.417970141118,37.8022023203709,"(37.8022023203709, -122.417970141118)",15030176205014
150301762,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,04/06/2015,17:15,CENTRAL,"ARREST, BOOKED",LOMBARD ST / LEAVENWORTH ST,-122.417970141118,37.8022023203709,"(37.8022023203709, -122.417970141118)",15030176227130
150301762,OTHER OFFENSES,RESISTING ARREST,Monday,04/06/2015,17:15,CENTRAL,"ARREST, BOOKED",LOMBARD ST / LEAVENWORTH ST,-122.417970141118,37.8022023203709,"(37.8022023203709, -122.417970141118)",15030176227170
150303837,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,04/06/2015,17:05,SOUTHERN,NONE,1200 Block of HOWARD ST,-122.412447373124,37.775633673443,"(37.775633673443, -122.412447373124)",15030383706243
150302083,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/06/2015,17:04,RICHMOND,NONE,1000 Block of POINTLOBOS AV,-122.513642064265,37.7784692199467,"(37.7784692199467, -122.513642064265)",15030208306244
156084255,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/06/2015,17:00,CENTRAL,NONE,700 Block of BEACH ST,-122.421382146152,37.8064907829801,"(37.8064907829801, -122.421382146152)",15608425506244
150303207,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Monday,04/06/2015,17:00,TARAVAL,NONE,2600 Block of OCEAN AV,-122.473754991713,37.731854134109,"(37.731854134109, -122.473754991713)",15030320705071
150303865,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,04/06/2015,17:00,TARAVAL,NONE,1600 Block of 23RD AV,-122.48102110989,37.7568278481539,"(37.7568278481539, -122.48102110989)",15030386568020
150303514,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,04/06/2015,17:00,PARK,NONE,1600 Block of HAYES ST,-122.443584639717,37.7741979150087,"(37.7741979150087, -122.443584639717)",15030351407021
150302033,NON-CRIMINAL,COURTESY REPORT,Monday,04/06/2015,17:00,TARAVAL,NONE,1600 Block of 23RD AV,-122.48102110989,37.7568278481539,"(37.7568278481539, -122.48102110989)",15030203368030
150301875,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,04/06/2015,17:00,NORTHERN,NONE,0 Block of PEACE PZ,-122.429629258891,37.7848966681924,"(37.7848966681924, -122.429629258891)",15030187506361
150303821,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,04/06/2015,17:00,INGLESIDE,NONE,ALEMANY BL / PUTNAM ST,-122.410829623756,37.7347331717697,"(37.7347331717697, -122.410829623756)",15030382107021
150302033,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,04/06/2015,17:00,TARAVAL,NONE,1600 Block of 23RD AV,-122.48102110989,37.7568278481539,"(37.7568278481539, -122.48102110989)",15030203309029
156085861,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,04/06/2015,17:00,SOUTHERN,NONE,BRANNAN ST / 2ND ST,-122.392082305321,37.7818457722573,"(37.7818457722573, -122.392082305321)",15608586106224
150302033,NON-CRIMINAL,CASE CLOSURE,Monday,04/06/2015,17:00,TARAVAL,NONE,1600 Block of 23RD AV,-122.48102110989,37.7568278481539,"(37.7568278481539, -122.48102110989)",15030203375030
150301897,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,04/06/2015,16:55,NORTHERN,NONE,1700 Block of GEARY BL,-122.432899222207,37.7842439192619,"(37.7842439192619, -122.432899222207)",15030189706243
150305112,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,04/06/2015,16:55,INGLESIDE,NONE,100 Block of LELAND AV,-122.40604991915,37.7121574282644,"(37.7121574282644, -122.40604991915)",15030511206243
150301637,WARRANTS,WARRANT ARREST,Monday,04/06/2015,16:52,MISSION,"ARREST, BOOKED",24TH ST / MISSION ST,-122.418448186101,37.7522391652625,"(37.7522391652625, -122.418448186101)",15030163763010
150301637,ASSAULT,BATTERY,Monday,04/06/2015,16:52,MISSION,"ARREST, BOOKED",24TH ST / MISSION ST,-122.418448186101,37.7522391652625,"(37.7522391652625, -122.418448186101)",15030163704134
150301869,NON-CRIMINAL,FOUND PROPERTY,Monday,04/06/2015,16:50,INGLESIDE,NONE,0 Block of MANCHESTER ST,-122.414182658491,37.7459191034517,"(37.7459191034517, -122.414182658491)",15030186972000
150301433,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,04/06/2015,16:38,RICHMOND,NONE,100 Block of JORDAN AV,-122.456788536258,37.7826569282537,"(37.7826569282537, -122.456788536258)",15030143351041
150306803,VEHICLE THEFT,STOLEN TRUCK,Monday,04/06/2015,16:30,RICHMOND,NONE,GEARY BL / 4TH AV,-122.462141270182,37.7811098899332,"(37.7811098899332, -122.462141270182)",15030680307025
150303536,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",Monday,04/06/2015,16:30,TARAVAL,NONE,0 Block of SANTAMONICA WY,-122.465011926622,37.7389919422271,"(37.7389919422271, -122.465011926622)",15030353605141
150301712,WEAPON LAWS,"FLAMMABLE OR EXPLOSIVE DEVICE, POSSESSION",Monday,04/06/2015,16:21,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.40950430935,37.781526271747,"(37.781526271747, -122.40950430935)",15030171226028
150301712,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,04/06/2015,16:21,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.40950430935,37.781526271747,"(37.781526271747, -122.40950430935)",15030171262050
150301712,ARSON,ATTEMPTED ARSON,Monday,04/06/2015,16:21,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.40950430935,37.781526271747,"(37.781526271747, -122.40950430935)",15030171226029
150310531,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,04/06/2015,16:00,INGLESIDE,NONE,400 Block of BOSWORTH ST,-122.431529190589,37.7330042457332,"(37.7330042457332, -122.431529190589)",15031053109320
150304368,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,04/06/2015,16:00,INGLESIDE,NONE,600 Block of AVALON AV,-122.427326253199,37.7252848612055,"(37.7252848612055, -122.427326253199)",15030436871010
150301825,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/06/2015,16:00,SOUTHERN,NONE,900 Block of HOWARD ST,-122.406508487003,37.7803313209065,"(37.7803313209065, -122.406508487003)",15030182506244
150399187,OTHER OFFENSES,FALSE PERSONATION,Monday,04/06/2015,16:00,PARK,NONE,800 Block of MASONIC AV,-122.446063558284,37.7734476992724,"(37.7734476992724, -122.446063558284)",15039918709027
150310531,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,04/06/2015,16:00,INGLESIDE,NONE,400 Block of BOSWORTH ST,-122.431529190589,37.7330042457332,"(37.7330042457332, -122.431529190589)",15031053171010
150329015,OTHER OFFENSES,FALSE PERSONATION AND CHEAT CRIMES (GENERAL),Monday,04/06/2015,16:00,MISSION,NONE,1000 Block of CHURCH ST,-122.427588947793,37.7540829870314,"(37.7540829870314, -122.427588947793)",15032901509026
150490898,NON-CRIMINAL,LOST PROPERTY,Monday,04/06/2015,16:00,PARK,NONE,1200 Block of FULTON ST,-122.437369096387,37.7770141887437,"(37.7770141887437, -122.437369096387)",15049089871000
156084772,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/06/2015,15:45,BAYVIEW,NONE,1800 Block of OAKDALE AV,-122.394565756376,37.7370657700508,"(37.7370657700508, -122.394565756376)",15608477206244
150301449,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,04/06/2015,15:45,TENDERLOIN,UNFOUNDED,LEAVENWORTH ST / EDDY ST,-122.414242955907,37.7837240254478,"(37.7837240254478, -122.414242955907)",15030144964085
150345538,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Monday,04/06/2015,15:39,SOUTHERN,NONE,0 Block of LUCERNE ST,-122.401610571883,37.7736978010616,"(37.7736978010616, -122.401610571883)",15034553809024
150301364,TRESPASS,TRESPASSING,Monday,04/06/2015,15:33,MISSION,"ARREST, BOOKED",1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",15030136427195
156086239,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/06/2015,15:30,SOUTHERN,NONE,BRYANT ST / BEALE ST,-122.389639531543,37.7862250418081,"(37.7862250418081, -122.389639531543)",15608623906244
150301358,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,04/06/2015,15:30,MISSION,NONE,0 Block of EUREKA ST,-122.43824320623,37.7611858261619,"(37.7611858261619, -122.43824320623)",15030135868020
150301320,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,04/06/2015,15:28,CENTRAL,NONE,800 Block of GEARY ST,-122.417273344939,37.7861493947594,"(37.7861493947594, -122.417273344939)",15030132028150
150301320,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,04/06/2015,15:28,CENTRAL,NONE,800 Block of GEARY ST,-122.417273344939,37.7861493947594,"(37.7861493947594, -122.417273344939)",15030132004013
150301198,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,04/06/2015,15:15,NORTHERN,"ARREST, CITED",VANNESS AV / TURK ST,-122.420641893733,37.7819608221838,"(37.7819608221838, -122.420641893733)",15030119865016
150301609,SECONDARY CODES,JUVENILE INVOLVED,Monday,04/06/2015,15:15,INGLESIDE,NONE,300 Block of BOWDOIN ST,-122.412668531803,37.7304746880112,"(37.7304746880112, -122.412668531803)",15030160915500
150301609,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,04/06/2015,15:15,INGLESIDE,NONE,300 Block of BOWDOIN ST,-122.412668531803,37.7304746880112,"(37.7304746880112, -122.412668531803)",15030160915040
150301392,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,04/06/2015,15:06,RICHMOND,NONE,FULTON ST / 3RD AV,-122.460552664492,37.7740299858693,"(37.7740299858693, -122.460552664492)",15030139206241
156089540,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,04/06/2015,15:00,INGLESIDE,NONE,0 Block of AGNON AV,-122.422435984632,37.7347566471278,"(37.7347566471278, -122.422435984632)",15608954028160
150301574,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,04/06/2015,14:52,SOUTHERN,NONE,600 Block of MARKET ST,-122.401655040432,37.7889048945911,"(37.7889048945911, -122.401655040432)",15030157406363
150310359,ROBBERY,ATTEMPTED ROBBERY RESIDENCE WITH BODILY FORCE,Monday,04/06/2015,14:49,TARAVAL,"ARREST, BOOKED",100 Block of JUANBAUTISTA CR,-122.477938410258,37.7175078879154,"(37.7175078879154, -122.477938410258)",15031035903454
150310359,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Monday,04/06/2015,14:49,TARAVAL,"ARREST, BOOKED",100 Block of JUANBAUTISTA CR,-122.477938410258,37.7175078879154,"(37.7175078879154, -122.477938410258)",15031035905081
150310359,KIDNAPPING,FALSE IMPRISONMENT,Monday,04/06/2015,14:49,TARAVAL,"ARREST, BOOKED",100 Block of JUANBAUTISTA CR,-122.477938410258,37.7175078879154,"(37.7175078879154, -122.477938410258)",15031035926142
150310359,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,04/06/2015,14:49,TARAVAL,"ARREST, BOOKED",100 Block of JUANBAUTISTA CR,-122.477938410258,37.7175078879154,"(37.7175078879154, -122.477938410258)",15031035975025
150310359,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,04/06/2015,14:49,TARAVAL,"ARREST, BOOKED",100 Block of JUANBAUTISTA CR,-122.477938410258,37.7175078879154,"(37.7175078879154, -122.477938410258)",15031035916030
150301245,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,04/06/2015,14:38,TARAVAL,UNFOUNDED,3200 Block of 20TH AV,-122.475647460786,37.7285280627465,"(37.7285280627465, -122.475647460786)",15030124568020
150301245,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,04/06/2015,14:38,TARAVAL,UNFOUNDED,3200 Block of 20TH AV,-122.475647460786,37.7285280627465,"(37.7285280627465, -122.475647460786)",15030124506362
150301370,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,04/06/2015,14:35,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / PAUL AV,-122.400784574257,37.723616775737,"(37.723616775737, -122.400784574257)",15030137004014
150301370,OTHER OFFENSES,PROBATION VIOLATION,Monday,04/06/2015,14:35,BAYVIEW,"ARREST, BOOKED",BAY SHORE BL / PAUL AV,-122.400784574257,37.723616775737,"(37.723616775737, -122.400784574257)",15030137026170
150302475,OTHER OFFENSES,CONSPIRACY,Monday,04/06/2015,14:31,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",15030247526080
150302475,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Monday,04/06/2015,14:31,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",15030247516664
150302475,OTHER OFFENSES,PROBATION VIOLATION,Monday,04/06/2015,14:31,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",15030247526170
150301289,OTHER OFFENSES,INCIDENT ON SCHOOL GROUNDS,Monday,04/06/2015,14:30,TARAVAL,NONE,3100 Block of ORTEGA ST,-122.497242493708,37.7513958957007,"(37.7513958957007, -122.497242493708)",15030128919089
150301251,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,04/06/2015,14:30,PARK,NONE,1700 Block of TURK ST,-122.438328082289,37.7797665517286,"(37.7797665517286, -122.438328082289)",15030125115040
150301289,ASSAULT,THREATS TO SCHOOL TEACHERS,Monday,04/06/2015,14:30,TARAVAL,NONE,3100 Block of ORTEGA ST,-122.497242493708,37.7513958957007,"(37.7513958957007, -122.497242493708)",15030128919080
150301239,MISSING PERSON,MISSING ADULT,Monday,04/06/2015,14:30,TARAVAL,NONE,1600 Block of 26TH AV,-122.484098982504,37.7566920917994,"(37.7566920917994, -122.484098982504)",15030123974000
150301239,MISSING PERSON,FOUND PERSON,Monday,04/06/2015,14:30,TARAVAL,NONE,1600 Block of 26TH AV,-122.484098982504,37.7566920917994,"(37.7566920917994, -122.484098982504)",15030123975000
150302168,NON-CRIMINAL,COURTESY REPORT,Monday,04/06/2015,14:30,CENTRAL,NONE,400 Block of GREENWICH ST,-122.407065062609,37.8025608394002,"(37.8025608394002, -122.407065062609)",15030216868030
150302168,NON-CRIMINAL,CASE CLOSURE,Monday,04/06/2015,14:30,CENTRAL,NONE,400 Block of GREENWICH ST,-122.407065062609,37.8025608394002,"(37.8025608394002, -122.407065062609)",15030216875030
150302168,OTHER OFFENSES,FALSE PERSONATION,Monday,04/06/2015,14:30,CENTRAL,NONE,400 Block of GREENWICH ST,-122.407065062609,37.8025608394002,"(37.8025608394002, -122.407065062609)",15030216809027
150301239,NON-CRIMINAL,AIDED CASE,Monday,04/06/2015,14:30,TARAVAL,NONE,1600 Block of 26TH AV,-122.484098982504,37.7566920917994,"(37.7566920917994, -122.484098982504)",15030123951040
150301477,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,04/06/2015,14:25,CENTRAL,"ARREST, BOOKED",800 Block of GEARY ST,-122.417295322526,37.7862578545865,"(37.7862578545865, -122.417295322526)",15030147706362
150304396,NON-CRIMINAL,TRAFFIC ACCIDENT,Monday,04/06/2015,14:17,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",15030439668050
150301079,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Monday,04/06/2015,14:06,NORTHERN,"ARREST, BOOKED",2400 Block of SACRAMENTO ST,-122.433800051784,37.7898100005704,"(37.7898100005704, -122.433800051784)",15030107912030
150301201,NON-CRIMINAL,AIDED CASE,Monday,04/06/2015,14:06,INGLESIDE,NONE,0 Block of CORA ST,-122.408520235857,37.7122286629828,"(37.7122286629828, -122.408520235857)",15030120151040
150301079,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Monday,04/06/2015,14:06,NORTHERN,"ARREST, BOOKED",2400 Block of SACRAMENTO ST,-122.433800051784,37.7898100005704,"(37.7898100005704, -122.433800051784)",15030107904138
150301079,ASSAULT,THREATS AGAINST LIFE,Monday,04/06/2015,14:06,NORTHERN,"ARREST, BOOKED",2400 Block of SACRAMENTO ST,-122.433800051784,37.7898100005704,"(37.7898100005704, -122.433800051784)",15030107919057
150301110,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,04/06/2015,14:00,NORTHERN,NONE,2200 Block of VANNESS AV,-122.423682814338,37.7962046209564,"(37.7962046209564, -122.423682814338)",15030111006301
150301063,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,04/06/2015,14:00,RICHMOND,"ARREST, BOOKED",5600 Block of GEARY BL,-122.479912728919,37.7801813499658,"(37.7801813499658, -122.479912728919)",15030106362050
150302005,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,04/06/2015,14:00,CENTRAL,NONE,300 Block of BEACH ST,-122.414822317443,37.8074314598723,"(37.8074314598723, -122.414822317443)",15030200506243
156083053,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,04/06/2015,14:00,NORTHERN,NONE,3700 Block of SCOTT ST,-122.441937370655,37.8042568292787,"(37.8042568292787, -122.441937370655)",15608305328150
150301057,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,04/06/2015,13:53,MISSION,NONE,200 Block of SHOTWELL ST,-122.416374835778,37.7644225165568,"(37.7644225165568, -122.416374835778)",15030105764020
150301104,MISSING PERSON,FOUND PERSON,Monday,04/06/2015,13:50,BAYVIEW,NONE,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111,"(37.7499131969111, -122.39434785768)",15030110475000
150301104,RUNAWAY,RUNAWAY,Monday,04/06/2015,13:50,BAYVIEW,NONE,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111,"(37.7499131969111, -122.39434785768)",15030110429100
150300855,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,04/06/2015,13:48,CENTRAL,NONE,JACKSON ST / POWELL ST,-122.409900589034,37.795617118662,"(37.795617118662, -122.409900589034)",15030085564020
150303586,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,04/06/2015,13:45,MISSION,NONE,2300 Block of FOLSOM ST,-122.41469551481,37.7596861764245,"(37.7596861764245, -122.41469551481)",15030358604014
150301461,KIDNAPPING,CHILD STEALING,Monday,04/06/2015,13:45,BAYVIEW,NONE,0 Block of POMONA ST,-122.393512077492,37.7317446899121,"(37.7317446899121, -122.393512077492)",15030146126070
150300952,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Monday,04/06/2015,13:42,NORTHERN,NONE,100 Block of CHURCH ST,-122.429159883658,37.7690612353533,"(37.7690612353533, -122.429159883658)",15030095203044
